from,indexvertexfrom,to,indexvertexto,altname,unixtimestamp,date,open,high,low,close,vwap,volume,count
0G,1,EUR,167,0GEUR,1761868800,2025-10-31,1.009,1.059,0.940,0.945,0.998,55913.55474,216
0G,1,USD,490,0GUSD,1761868800,2025-10-31,1.168,1.227,1.077,1.090,1.156,197447.72333,934
1INCH,2,EUR,167,1INCHEUR,1761868800,2025-10-31,0.1396,0.1419,0.1374,0.1403,0.1395,28736.81263682,35
1INCH,2,USD,490,1INCHUSD,1761868800,2025-10-31,0.1602,0.1623,0.1583,0.1610,0.1595,12205.47902906,55
2Z,3,EUR,167,2ZEUR,1761868800,2025-10-31,0.16560,0.16740,0.15410,0.15890,0.16084,61324.93701,731
2Z,3,USD,490,2ZUSD,1761868800,2025-10-31,0.19152,0.19392,0.17720,0.18348,0.18463,182339.33897,1485
AAVE,5,ETH,163,AAVEETH,1761868800,2025-10-31,0.0566,0.0601,0.0562,0.0601,0.0585,16.93088587,31
AAVE,5,EUR,167,AAVEEUR,1761868800,2025-10-31,185.99,203.96,184.16,199.85,192.82,1266.51002808,1075
AAVE,5,GBP,194,AAVEGBP,1761868800,2025-10-31,165.27,176.89,162.54,175.32,166.97,47.59671343,50
AAVE,5,USD,490,AAVEUSD,1761868800,2025-10-31,215.04,235.39,212.24,231.12,224.73,6178.97537126,3075
AAVE,5,XBT,529,AAVEXBT,1761868800,2025-10-31,0.001993,0.002134,0.001962,0.002110,0.002009,58.00713569,66
AB,6,EUR,167,ABEUR,1761868800,2025-10-31,0.005480,0.005480,0.005412,0.005430,0.005444,913929.68852,28
AB,6,USD,490,ABUSD,1761868800,2025-10-31,0.006334,0.006348,0.006243,0.006271,0.006289,1635738.91851,106
ACA,7,EUR,167,ACAEUR,1761868800,2025-10-31,0.01523,0.01523,0.01428,0.01515,0.01515,4162.12150143,3
ACA,7,USD,490,ACAUSD,1761868800,2025-10-31,0.01752,0.01752,0.01649,0.01728,0.01714,7136.53940998,11
ACH,8,EUR,167,ACHEUR,1761868800,2025-10-31,0.01040,0.01078,0.01040,0.01052,0.01050,257249.71898887,43
ACH,8,USD,490,ACHUSD,1761868800,2025-10-31,0.01198,0.01243,0.01195,0.01201,0.01214,2228322.40960633,143
ACT,9,EUR,167,ACTEUR,1761868800,2025-10-31,0.01718,0.01799,0.01709,0.01752,0.01724,41958.25849,11
ACT,9,USD,490,ACTUSD,1761868800,2025-10-31,0.01988,0.02051,0.01966,0.02010,0.02013,282528.26162,57
ACX,10,EUR,167,ACXEUR,1761868800,2025-10-31,0.0547,0.0580,0.0547,0.0561,0.0562,55367.83338,33
ACX,10,USD,490,ACXUSD,1761868800,2025-10-31,0.0629,0.0724,0.0629,0.0657,0.0656,92033.97043,92
ADA,11,AUD,54,ADAAUD,1761868800,2025-10-31,0.91947,0.95651,0.91805,0.93024,0.93674,29144.39628894,67
ADA,11,ETH,163,ADAETH,1761868800,2025-10-31,0.0001584,0.0001599,0.0001566,0.0001576,0.0001585,66422.07732770,38
ADA,11,EUR,167,ADAEUR,1761868800,2025-10-31,0.520000,0.536838,0.518818,0.527995,0.528748,2766674.65871267,2849
ADA,11,GBP,194,ADAGBP,1761868800,2025-10-31,0.45638,0.47260,0.45586,0.46342,0.46411,246792.54998394,493
ADA,11,USD,490,ADAUSD,1761868800,2025-10-31,0.601000,0.619358,0.597357,0.609499,0.606225,7394835.85403981,6757
ADA,11,USDC,492,ADAUSDC,1761868800,2025-10-31,0.601229,0.621101,0.597932,0.607753,0.611342,542810.30211913,533
ADA,11,USDT,499,ADAUSDT,1761868800,2025-10-31,0.601613,0.619459,0.598916,0.609458,0.610414,959006.47282139,932
ADA,11,XBT,529,ADAXBT,1761868800,2025-10-31,0.00000555,0.00000561,0.00000550,0.00000555,0.00000554,275757.20201676,213
ADX,12,EUR,167,ADXEUR,1761868800,2025-10-31,0.13184,0.13184,0.10729,0.11426,0.11305,23652.95470795,52
ADX,12,USD,490,ADXUSD,1761868800,2025-10-31,0.14118,0.14799,0.12176,0.13156,0.13479,309227.42839487,541
AERO,13,EUR,167,AEROEUR,1761868800,2025-10-31,0.8873,0.9838,0.8873,0.9414,0.9401,44911.28653,151
AERO,13,USD,490,AEROUSD,1761868800,2025-10-31,1.0200,1.1560,1.0150,1.0773,1.0824,1498175.05187,5902
A,4,EUR,167,AEUR,1761868800,2025-10-31,0.2292,0.2339,0.2224,0.2314,0.2311,12592.56461,30
AEVO,14,EUR,167,AEVOEUR,1761868800,2025-10-31,0.0503,0.0508,0.0481,0.0490,0.0497,153912.01646,64
AEVO,14,USD,490,AEVOUSD,1761868800,2025-10-31,0.0573,0.0588,0.0552,0.0559,0.0564,159191.73582,240
AGLD,15,EUR,167,AGLDEUR,1761868800,2025-10-31,0.3135,0.3997,0.3135,0.3221,0.3229,1491.17219963,11
AGLD,15,USD,490,AGLDUSD,1761868800,2025-10-31,0.3749,0.3749,0.3715,0.3721,0.3731,1729.00682800,4
AI16Z,16,EUR,167,AI16ZEUR,1761868800,2025-10-31,0.0500,0.0824,0.0500,0.0635,0.0620,7020641.16878,1535
AI16Z,16,USD,490,AI16ZUSD,1761868800,2025-10-31,0.0578,0.0888,0.0577,0.0744,0.0712,20024775.03881,6329
AI16Z,16,USDC,492,AI16ZUSDC,1761868800,2025-10-31,0.0597,0.0881,0.0597,0.0732,0.0715,1484585.38365,846
AI16Z,16,USDT,499,AI16ZUSDT,1761868800,2025-10-31,0.0589,0.0883,0.0589,0.0732,0.0711,2765770.57601,1149
AI3,17,EUR,167,AI3EUR,1761868800,2025-10-31,0.0260,0.0269,0.0259,0.0269,0.0263,9582.95379,27
AI3,17,USD,490,AI3USD,1761868800,2025-10-31,0.0305,0.0310,0.0300,0.0310,0.0305,8240.88912,48
AIOZ,18,EUR,167,AIOZEUR,1761868800,2025-10-31,0.1530,0.1568,0.1514,0.1535,0.1539,11601.54763,203
AIOZ,18,USD,490,AIOZUSD,1761868800,2025-10-31,0.1763,0.1809,0.1738,0.1769,0.1775,39358.14474,291
AIR,19,EUR,167,AIREUR,1761868800,2025-10-31,0.00189,0.00218,0.00180,0.00217,0.00202,202346.38514703,19
AIR,19,USD,490,AIRUSD,1761868800,2025-10-31,0.00250,0.00250,0.00201,0.00232,0.00216,2218043.71760600,111
AIXBT,20,EUR,167,AIXBTEUR,1761868800,2025-10-31,0.0578,0.0699,0.0578,0.0632,0.0652,943705.97916,234
AIXBT,20,USD,490,AIXBTUSD,1761868800,2025-10-31,0.0674,0.0808,0.0673,0.0731,0.0751,3100300.98470,767
AKE,21,EUR,167,AKEEUR,0,1970-01-01,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.00000,0
AKE,21,USD,490,AKEUSD,1761868800,2025-10-31,0.0014242,0.0015607,0.0014191,0.0014468,0.0014848,58031511.63276,507
AKT,22,EUR,167,AKTEUR,1761868800,2025-10-31,0.6168,0.6463,0.6000,0.6145,0.6237,44700.74230513,242
AKT,22,USD,490,AKTUSD,1761868800,2025-10-31,0.7120,0.7481,0.6911,0.7129,0.7195,301569.95071279,1537
ALCH,23,EUR,167,ALCHEUR,1761868800,2025-10-31,0.06622,0.06711,0.06539,0.06711,0.06616,2294.53200,3
ALCH,23,USD,490,ALCHUSD,1761868800,2025-10-31,0.07345,0.07768,0.07195,0.07195,0.07563,10719.17949,18
ALCX,24,EUR,167,ALCXEUR,1761868800,2025-10-31,6.03,6.15,6.03,6.14,6.08,48.60369606,11
ALCX,24,USD,490,ALCXUSD,1761868800,2025-10-31,7.03,7.10,6.92,7.02,7.00,413.06876533,61
ALGO,25,ETH,163,ALGOETH,1761868800,2025-10-31,0.0000457,0.0000462,0.0000456,0.0000458,0.0000457,2869.40181378,27
ALGO,25,EUR,167,ALGOEUR,1761868800,2025-10-31,0.14994,0.15530,0.14990,0.15323,0.15228,451844.76199402,564
ALGO,25,GBP,194,ALGOGBP,1761868800,2025-10-31,0.13198,0.14679,0.13198,0.13436,0.13473,179069.89643172,104
ALGO,25,USD,490,ALGOUSD,1761868800,2025-10-31,0.17398,0.17889,0.17308,0.17700,0.17594,3230690.70920297,1831
ALGO,25,USDC,492,ALGOUSDC,1761868800,2025-10-31,0.17412,0.17891,0.17322,0.17725,0.17621,54046.94208600,98
ALGO,25,USDT,499,ALGOUSDT,1761868800,2025-10-31,0.17398,0.17884,0.17342,0.17633,0.17592,134973.33653487,182
ALGO,25,XBT,529,ALGOXBT,1761868800,2025-10-31,0.000001603,0.000001618,0.000001592,0.000001610,0.000001607,66240.16753933,172
ALICE,26,EUR,167,ALICEEUR,1761868800,2025-10-31,0.2347,0.2440,0.2347,0.2409,0.2412,10697.75547143,24
ALICE,26,USD,490,ALICEUSD,1761868800,2025-10-31,0.2704,0.2985,0.2684,0.2742,0.2770,51029.69925278,38
ALKIMI,27,EUR,167,ALKIMIEUR,1761868800,2025-10-31,0.02499,0.02702,0.02496,0.02566,0.02646,216117.79308,133
ALKIMI,27,USD,490,ALKIMIUSD,1761868800,2025-10-31,0.02887,0.03022,0.02887,0.02971,0.02974,1584790.08125,967
ALPHA,28,EUR,167,ALPHAEUR,1761868800,2025-10-31,0.00797,0.00867,0.00754,0.00843,0.00796,200068.66193877,35
ALPHA,28,USD,490,ALPHAUSD,1761868800,2025-10-31,0.00899,0.00937,0.00897,0.00925,0.00917,1054738.78548366,225
ALT,29,EUR,167,ALTEUR,1761868800,2025-10-31,0.01453,0.01548,0.01406,0.01413,0.01425,49379.37871,12
ALTHEA,30,EUR,167,ALTHEAEUR,1761868800,2025-10-31,0.181,0.263,0.172,0.192,0.216,158848.36550,1050
ALTHEA,30,USD,490,ALTHEAUSD,1761868800,2025-10-31,0.207,0.300,0.200,0.221,0.252,645565.61471,3901
ALT,29,USD,490,ALTUSD,1761868800,2025-10-31,0.01668,0.01702,0.01614,0.01635,0.01661,171148.49111,56
ANIME,31,EUR,167,ANIMEEUR,1761868800,2025-10-31,0.007456,0.007494,0.007371,0.007371,0.007464,4813.07083,4
ANIME,31,USD,490,ANIMEUSD,1761868800,2025-10-31,0.008494,0.008742,0.008457,0.008497,0.008567,183202.75204,55
ANKR,32,EUR,167,ANKREUR,1761868800,2025-10-31,0.00813,0.00845,0.00813,0.00834,0.00830,811892.24386083,54
ANKR,32,USD,490,ANKRUSD,1761868800,2025-10-31,0.00941,0.00973,0.00941,0.00964,0.00957,1590725.91804741,109
ANKR,32,XBT,529,ANKRXBT,1761868800,2025-10-31,0.0000000883,0.0000000883,0.0000000871,0.0000000881,0.0000000874,226975.84824997,9
ANLOG,33,EUR,167,ANLOGEUR,1761868800,2025-10-31,0.001336,0.001356,0.001300,0.001300,0.001336,57193.13316,4
ANLOG,33,USD,490,ANLOGUSD,1761868800,2025-10-31,0.001437,0.001599,0.001285,0.001285,0.001432,30700.50674,5
ANON,34,EUR,167,ANONEUR,1761868800,2025-10-31,1.225,1.600,1.171,1.267,1.385,4427.36119,56
ANON,34,USD,490,ANONUSD,1761868800,2025-10-31,1.399,1.843,1.336,1.436,1.472,27064.03171,362
APE,35,EUR,167,APEEUR,1761868800,2025-10-31,0.3428,0.3520,0.3408,0.3427,0.3439,34828.20816159,81
APENFT,36,EUR,167,APENFTEUR,1761868800,2025-10-31,0.0000003465,0.0000003523,0.0000003464,0.0000003471,0.0000003497,430700928.07336,11
APENFT,36,USD,490,APENFTUSD,1761868800,2025-10-31,0.0000004027,0.0000004080,0.0000003993,0.0000004010,0.0000004021,9299693750.80199,55
APE,35,USD,490,APEUSD,1761868800,2025-10-31,0.3936,0.4061,0.3908,0.3959,0.3972,35370.20356777,137
APE,35,USDC,492,APEUSDC,1761868800,2025-10-31,0.3962,0.4010,0.3937,0.3995,0.3966,3616.00164481,10
APE,35,USDT,499,APEUSDT,1761868800,2025-10-31,0.3954,0.4020,0.3936,0.3962,0.3974,1057.54183531,44
API3,37,EUR,167,API3EUR,1761868800,2025-10-31,0.540,0.655,0.540,0.600,0.609,7804.11683791,84
API3,37,USD,490,API3USD,1761868800,2025-10-31,0.626,0.718,0.626,0.685,0.680,88817.11061239,723
APR,38,EUR,167,APREUR,1761868800,2025-10-31,0.35040,0.35040,0.35040,0.35040,0.00000,0.00000,0
APR,38,USD,490,APRUSD,1761868800,2025-10-31,0.40491,0.40491,0.29533,0.31346,0.32363,392793.55404,960
APT,39,EUR,167,APTEUR,1761868800,2025-10-31,2.7680,2.8684,2.7643,2.8261,2.8237,2791.60031702,93
APT,39,USD,490,APTUSD,1761868800,2025-10-31,3.2015,3.3036,3.1936,3.2523,3.2462,48748.95841153,720
APU,40,EUR,167,APUEUR,1761868800,2025-10-31,0.0000908,0.0000956,0.0000908,0.0000911,0.0000924,17236900.15354,30
APU,40,USD,490,APUUSD,1761868800,2025-10-31,0.0001029,0.0001081,0.0001029,0.0001053,0.0001062,185749768.47383,250
ARB,42,EUR,167,ARBEUR,1761868800,2025-10-31,0.2509,0.2601,0.2486,0.2556,0.2574,188129.25767,165
ARB,42,USD,490,ARBUSD,1761868800,2025-10-31,0.2898,0.2999,0.2854,0.2939,0.2933,442035.45463,626
ARC,43,EUR,167,ARCEUR,1761868800,2025-10-31,0.01313,0.01406,0.01224,0.01406,0.01338,41898.30803,27
ARC,43,USD,490,ARCUSD,1761868800,2025-10-31,0.01328,0.01889,0.01328,0.01625,0.01486,416608.55441,89
AR,41,EUR,167,AREUR,1761868800,2025-10-31,3.08,3.20,2.84,3.06,3.05,7136.58867,110
ARKM,44,EUR,167,ARKMEUR,1761868800,2025-10-31,0.2733,0.2885,0.2733,0.2810,0.2804,82428.34334,110
ARKM,44,USD,490,ARKMUSD,1761868800,2025-10-31,0.3166,0.3327,0.3151,0.3255,0.3235,266678.61358,724
ARPA,45,EUR,167,ARPAEUR,1761868800,2025-10-31,0.01523,0.01539,0.01501,0.01519,0.01520,65073.83999372,34
ARPA,45,USD,490,ARPAUSD,1761868800,2025-10-31,0.01745,0.01776,0.01723,0.01744,0.01754,337591.74372860,45
ART,46,EUR,167,ARTEUR,1761868800,2025-10-31,0.00305,0.00305,0.00305,0.00305,0.00000,0.00000,0
ART,46,USD,490,ARTUSD,1761868800,2025-10-31,0.00350,0.00380,0.00350,0.00380,0.00363,18287.37828,4
AR,41,USD,490,ARUSD,1761868800,2025-10-31,3.58,3.65,3.44,3.52,3.53,19078.11898,659
ASRR,47,EUR,167,ASRREUR,1761868800,2025-10-31,0.0460,0.0460,0.0460,0.0460,0.0000,0.00000,0
ASRR,47,USD,490,ASRRUSD,1761868800,2025-10-31,0.0513,0.0549,0.0501,0.0531,0.0512,49097.78374,23
ASTER,48,EUR,167,ASTEREUR,1761868800,2025-10-31,0.802724981,0.867147153,0.796567235,0.864810000,0.839552726,31979.58281,89
ASTER,48,USD,490,ASTERUSD,1761868800,2025-10-31,0.98797,1.04000,0.91542,0.99441,0.96989,1191948.38068,2612
ASTR,49,EUR,167,ASTREUR,1761868800,2025-10-31,0.01405,0.01424,0.01389,0.01415,0.01404,91152.70227298,20
ASTR,49,USD,490,ASTRUSD,1761868800,2025-10-31,0.01626,0.01641,0.01604,0.01634,0.01618,538811.67104573,58
ATH,50,EUR,167,ATHEUR,1761868800,2025-10-31,0.02189,0.02439,0.02176,0.02371,0.02295,1125394.86974,365
ATH,50,USD,490,ATHUSD,1761868800,2025-10-31,0.02472,0.02766,0.02467,0.02761,0.02647,6433919.41420,1497
ATLAS,51,EUR,167,ATLASEUR,1761868800,2025-10-31,0.000424,0.000437,0.000421,0.000431,0.000428,5016232.16679204,117
ATLAS,51,USD,490,ATLASUSD,1761868800,2025-10-31,0.000489,0.000504,0.000485,0.000498,0.000493,11065796.20295325,167
ATOM,52,ETH,163,ATOMETH,1761868800,2025-10-31,0.000776,0.000784,0.000765,0.000770,0.000772,628.15130786,35
ATOM,52,EUR,167,ATOMEUR,1761868800,2025-10-31,2.5510,2.6245,2.5374,2.5645,2.5846,16456.39102111,375
ATOM,52,GBP,194,ATOMGBP,1761868800,2025-10-31,2.2381,2.3053,2.2381,2.2599,2.2781,1726.41746772,40
ATOM,52,USD,490,ATOMUSD,1761868800,2025-10-31,2.9411,3.0311,2.9373,2.9657,2.9849,77781.24172285,1530
ATOM,52,USDC,492,ATOMUSDC,1761868800,2025-10-31,2.9375,3.0279,2.9359,2.9707,2.9823,1830.39305138,61
ATOM,52,USDT,499,ATOMUSDT,1761868800,2025-10-31,2.9460,3.0257,2.9460,2.9786,2.9895,1547.61240232,84
ATOM,52,XBT,529,ATOMXBT,1761868800,2025-10-31,0.0000274,0.0000275,0.0000271,0.0000272,0.0000272,1648.38074239,81
AUCTION,53,EUR,167,AUCTIONEUR,1761868800,2025-10-31,5.448,5.702,5.380,5.553,5.504,416.58582,28
AUCTION,53,USD,490,AUCTIONUSD,1761868800,2025-10-31,6.301,6.570,6.222,6.409,6.390,2063.54717,60
AUDIO,55,EUR,167,AUDIOEUR,1761868800,2025-10-31,0.0332,0.0357,0.0332,0.0337,0.0338,75356.48429220,43
AUDIO,55,USD,490,AUDIOUSD,1761868800,2025-10-31,0.0384,0.0400,0.0382,0.0388,0.0388,123200.73184554,143
AUD,54,JPY,234,AUDJPY,1761868800,2025-10-31,100.822,100.942,100.548,100.548,100.831,575.46400991,13
AUD,54,USD,490,AUDUSD,1761868800,2025-10-31,0.65569,0.65641,0.65252,0.65416,0.65413,1678591.61482106,1518
AURA,56,EUR,167,AURAEUR,1761868800,2025-10-31,0.06630,0.06630,0.06037,0.06037,0.06215,40155.45117,14
AURA,56,USD,490,AURAUSD,1761868800,2025-10-31,0.07317,0.07800,0.06824,0.06824,0.07353,233711.49765,123
A,4,USD,490,AUSD,1761868800,2025-10-31,0.2656,0.2710,0.2625,0.2676,0.2677,224420.68352,372
AVAAI,57,EUR,167,AVAAIEUR,1761868800,2025-10-31,0.01130,0.01312,0.01130,0.01261,0.01251,128823.50046,26
AVAAI,57,USD,490,AVAAIUSD,1761868800,2025-10-31,0.01442,0.01496,0.01416,0.01496,0.01448,148816.97831,27
AVAX,58,EUR,167,AVAXEUR,1761868800,2025-10-31,15.66,16.06,15.47,15.77,15.74,18442.84095757,1037
AVAX,58,USD,490,AVAXUSD,1761868800,2025-10-31,18.12,18.56,17.79,18.15,18.25,136306.93889477,3930
AVAX,58,USDC,492,AVAXUSDC,1761868800,2025-10-31,18.13,18.55,17.83,18.20,18.29,7085.55447961,224
AVAX,58,USDT,499,AVAXUSDT,1761868800,2025-10-31,18.10,18.55,17.82,18.11,18.15,4706.75713782,584
AVNT,59,EUR,167,AVNTEUR,1761868800,2025-10-31,0.50574,0.59285,0.50408,0.56608,0.55743,23713.95344,364
AVNT,59,USD,490,AVNTUSD,1761868800,2025-10-31,0.58294,0.68597,0.58220,0.65474,0.64158,597216.95560,2495
AXS,60,EUR,167,AXSEUR,1761868800,2025-10-31,1.229,1.266,1.226,1.230,1.252,6002.46873009,97
AXS,60,USD,490,AXSUSD,1761868800,2025-10-31,1.408,1.460,1.402,1.419,1.451,16573.94102753,710
B2,61,EUR,167,B2EUR,1761868800,2025-10-31,1.0083,1.0162,0.9794,0.9878,0.9941,5312.08591,77
B2,61,USD,490,B2USD,1761868800,2025-10-31,1.1605,1.1949,1.1341,1.1409,1.1554,35926.33760,217
B3,62,EUR,167,B3EUR,1761868800,2025-10-31,0.001861,0.001861,0.001861,0.001861,0.001861,182364.56125,2
B3,62,USD,490,B3USD,1761868800,2025-10-31,0.002123,0.002253,0.002123,0.002151,0.002166,683341.98793,17
BABY,63,EUR,167,BABYEUR,1761868800,2025-10-31,0.02436,0.02436,0.02296,0.02332,0.02329,53652.88666,12
BABY,63,USD,490,BABYUSD,1761868800,2025-10-31,0.02751,0.02827,0.02620,0.02659,0.02749,899069.91839,387
BADGER,64,EUR,167,BADGEREUR,1761868800,2025-10-31,0.659,0.696,0.659,0.674,0.679,779.41889764,37
BADGER,64,USD,490,BADGERUSD,1761868800,2025-10-31,0.764,0.804,0.764,0.779,0.786,10040.93478522,173
BAL,65,EUR,167,BALEUR,1761868800,2025-10-31,0.832,0.851,0.832,0.851,0.847,753.71746208,56
BAL,65,USD,490,BALUSD,1761868800,2025-10-31,0.955,0.999,0.954,0.983,0.977,2029.08727731,85
BANANAS31,66,EUR,167,BANANAS31EUR,1761868800,2025-10-31,0.002450,0.002519,0.002450,0.002519,0.002493,424386.64590,12
BANANAS31,66,USD,490,BANANAS31USD,1761868800,2025-10-31,0.002849,0.002914,0.002837,0.002878,0.002860,852874.94994,21
BAND,67,EUR,167,BANDEUR,1761868800,2025-10-31,0.431,0.439,0.429,0.435,0.432,12502.91603120,14
BAND,67,USD,490,BANDUSD,1761868800,2025-10-31,0.487,0.507,0.487,0.506,0.498,17144.50508414,78
BAT,68,EUR,167,BATEUR,1761868800,2025-10-31,0.13709,0.14120,0.13647,0.13883,0.13803,400651.91374289,119
BAT,68,USD,490,BATUSD,1761868800,2025-10-31,0.15853,0.16261,0.15679,0.16048,0.15982,503394.75287051,256
BCH,69,AUD,54,BCHAUD,1761868800,2025-10-31,819.54,861.21,814.53,832.47,817.36,23.44308250,24
BCH,69,ETH,163,BCHETH,1761868800,2025-10-31,0.1416,0.1462,0.1402,0.1402,0.1429,3.65281529,24
BCH,69,EUR,167,BCHEUR,1761868800,2025-10-31,466.31,491.08,461.63,470.16,476.10,1131.65550972,2088
BCH,69,GBP,194,BCHGBP,1761868800,2025-10-31,409.82,434.67,407.70,415.01,416.29,21.76870080,88
BCH,69,JPY,234,BCHJPY,1761868800,2025-10-31,83133,83133,83133,83133,0,0.00000000,0
BCH,69,USD,490,BCHUSD,1761868800,2025-10-31,541.16,567.85,533.56,543.04,551.42,2114.58520314,3067
BCH,69,USDC,492,BCHUSDC,1761868800,2025-10-31,536.28,565.93,535.75,543.70,548.29,16.53339211,28
BCH,69,USDT,499,BCHUSDT,1761868800,2025-10-31,538.24,569.50,535.39,543.66,550.84,54.74525799,423
BCH,69,XBT,529,BCHXBT,1761868800,2025-10-31,0.004985,0.005147,0.004932,0.004954,0.005056,94.96750653,122
BDXN,70,EUR,167,BDXNEUR,1761868800,2025-10-31,0.02287,0.02586,0.02287,0.02586,0.02424,46310.74495,15
BDXN,70,USD,490,BDXNUSD,1761868800,2025-10-31,0.02631,0.03005,0.02630,0.03005,0.02753,92066.56417,23
BEAM,71,EUR,167,BEAMEUR,1761868800,2025-10-31,0.00435,0.00447,0.00428,0.00431,0.00433,2252071.30979,39
BEAM,71,USD,490,BEAMUSD,1761868800,2025-10-31,0.00474,0.00513,0.00473,0.00496,0.00496,16127209.21040,340
BERA,72,EUR,167,BERAEUR,1761868800,2025-10-31,1.548,1.586,1.518,1.555,1.553,2338.63535,45
BERA,72,USD,490,BERAUSD,1761868800,2025-10-31,1.775,1.840,1.648,1.791,1.779,21462.09503,252
BERA,72,USDC,492,BERAUSDC,1761868800,2025-10-31,1.820,1.820,1.750,1.794,1.780,1918.30806,12
BERA,72,USDT,499,BERAUSDT,1761868800,2025-10-31,1.790,1.836,1.752,1.813,1.792,1031.54961,37
BERT,73,EUR,167,BERTEUR,1761868800,2025-10-31,0.03377,0.08000,0.03249,0.03283,0.03497,713317.67964,730
BERT,73,USD,490,BERTUSD,1761868800,2025-10-31,0.03902,0.04314,0.03749,0.03768,0.03977,1075025.14383,870
BICO,74,EUR,167,BICOEUR,1761868800,2025-10-31,0.0534,0.0534,0.0499,0.0508,0.0502,17429.15430779,12
BICO,74,USD,490,BICOUSD,1761868800,2025-10-31,0.0571,0.0594,0.0571,0.0584,0.0583,82920.48869857,43
BIGTIME,75,EUR,167,BIGTIMEEUR,1761868800,2025-10-31,0.0267,0.0268,0.0263,0.0268,0.0265,48733.03507,20
BIGTIME,75,USD,490,BIGTIMEUSD,1761868800,2025-10-31,0.0305,0.0312,0.0302,0.0309,0.0305,60915.04250,39
BILLY,76,EUR,167,BILLYEUR,1761868800,2025-10-31,0.003143,0.003483,0.003138,0.003138,0.003296,255108.53295,60
BILLY,76,USD,490,BILLYUSD,1761868800,2025-10-31,0.003707,0.004207,0.003550,0.003600,0.003788,620492.72051,137
BIO,77,EUR,167,BIOEUR,1761868800,2025-10-31,0.0695,0.0743,0.0690,0.0735,0.0727,30120.55762,21
BIO,77,USD,490,BIOUSD,1761868800,2025-10-31,0.0787,0.0876,0.0787,0.0835,0.0836,350227.67875,344
BIT,78,EUR,167,BITEUR,1761868800,2025-10-31,1.2015,1.2939,1.2010,1.2022,1.2408,249.60365380,9
BIT,78,USD,490,BITUSD,1761868800,2025-10-31,1.4488,1.4809,1.3809,1.4638,1.4160,1337.06251869,26
BLESS,79,USD,490,BLESSUSD,1761868800,2025-10-31,0.035638,0.049550,0.033292,0.049426,0.037645,4588985.81849,530
BLUAI,80,EUR,167,BLUAIEUR,1761868800,2025-10-31,0.021871,0.021871,0.021871,0.021871,0.000000,0.00000,0
BLUAI,80,USD,490,BLUAIUSD,1761868800,2025-10-31,0.022562,0.022562,0.019960,0.020801,0.021463,3101559.62754,393
BLUR,81,EUR,167,BLUREUR,1761868800,2025-10-31,0.0401,0.0405,0.0397,0.0405,0.0401,17217.91603,13
BLUR,81,USD,490,BLURUSD,1761868800,2025-10-31,0.0460,0.0470,0.0453,0.0460,0.0461,88935.90697,52
BLZ,82,EUR,167,BLZEUR,1761868800,2025-10-31,0.02080,0.02662,0.02060,0.02611,0.02325,34992.60759718,32
BLZ,82,USD,490,BLZUSD,1761868800,2025-10-31,0.02325,0.03150,0.02325,0.03150,0.02704,872215.09171774,728
BMT,83,EUR,167,BMTEUR,1761868800,2025-10-31,0.03284,0.03424,0.03284,0.03334,0.03357,196217.64449,315
BMT,83,USD,490,BMTUSD,1761868800,2025-10-31,0.03813,0.03964,0.03799,0.03849,0.03867,1083675.03160,483
BNB,84,EUR,167,BNBEUR,1761868800,2025-10-31,931.97,955.07,929.91,942.23,939.71,352.58383,882
BNB,84,USD,490,BNBUSD,1761868800,2025-10-31,1079.03,1104.40,1071.89,1088.36,1086.93,1376.40305,5192
BNB,84,USDC,492,BNBUSDC,1761868800,2025-10-31,1077.83,1104.21,1074.94,1086.85,1085.75,35.26159,144
BNB,84,USDT,499,BNBUSDT,1761868800,2025-10-31,1080.01,1103.22,1068.25,1086.68,1084.21,86.79996,222
BNC,85,EUR,167,BNCEUR,1761868800,2025-10-31,0.0731,0.0731,0.0731,0.0731,0.0000,0.00000000,0
BNC,85,USD,490,BNCUSD,1761868800,2025-10-31,0.0900,0.0920,0.0853,0.0871,0.0899,3175.43291447,12
BNT,86,EUR,167,BNTEUR,1761868800,2025-10-31,0.4958,0.5021,0.4935,0.5009,0.4942,3986.57333215,8
BNT,86,USD,490,BNTUSD,1761868800,2025-10-31,0.5741,0.5775,0.5691,0.5775,0.5711,7895.17788602,16
BOBA,87,EUR,167,BOBAEUR,1761868800,2025-10-31,0.0550,0.0550,0.0533,0.0533,0.0545,12009.07770082,6
BOBA,87,USD,490,BOBAUSD,1761868800,2025-10-31,0.0643,0.0646,0.0626,0.0631,0.0634,101863.21454050,75
BODEN,88,EUR,167,BODENEUR,1761868800,2025-10-31,0.001600,0.001702,0.001577,0.001702,0.001580,21445.45449,4
BODEN,88,USD,490,BODENUSD,1761868800,2025-10-31,0.001865,0.002010,0.001754,0.001923,0.001893,4204982.13031,123
BOND,89,EUR,167,BONDEUR,1761868800,2025-10-31,0.1072,0.1120,0.1060,0.1120,0.1082,6831.03879152,19
BOND,89,USD,490,BONDUSD,1761868800,2025-10-31,0.1237,0.1266,0.1197,0.1197,0.1237,10751.83983059,67
BONK,90,EUR,167,BONKEUR,1761868800,2025-10-31,0.000011380,0.000012455,0.000011332,0.000012140,0.000011835,2889177675.09250,350
